"Sr_No","Product_Name","Quantity","Unit","MRP","Purchase_Rate","Amount","Category","Cost_Price","Actual_Margin_Percent","Actual_Profit_Per_Unit","Total_Actual_Profit","SP_5_Percent","SP_10_Percent","SP_5_Margin_Percent","SP_10_Margin_Percent","Brand","Size","Supplier","Last_Updated","Status","Stock_Quantity","Barcode"
"406","PONDS HY MR SUP 25ML","2","","64.0","","","Personal Care","51.65","23.91093901258471","","","60.8","57.6","","","","","","","","","8901030702761.0"
"407","GLOW & LOVELY F/W","2","","89.0","","","Personal Care","70.2","26.78062678062677","","","84.55","80.10000000000001","","","","","","","","","8909106013445.0"
"408","PONDS DRYCREAM 12G","2","","135.0","","","Personal Care","118.42","14.001013342340816","","","128.25","121.5","","","","","","","","","8901030576621.0"
"409","PONDS BRIGHTBEAUTY 23G","3","","90.0","","","Personal Care","76.58","17.524157743536172","","","85.5","81.0","","","","","","","","","8901030997075.0"
"410","KISMIS 100G","9","","70.0","","","General","50.0","40.0","","","66.5","63.0","","","","","","","","",""
"411","BIRTANNIA GOOD DAY","150","","10.0","","","Biscuits","10.0","0.0","","","9.5","9.0","","","","","","","","","8901063092686.0"
"412","SAVOUR VRMICELLI SEVAIYA 800G","6","","115.0","","","Instant Food","85.0","35.294117647058826","","","109.25","103.5","","","","","","","","","8906020730601.0"
"413","SAVOUR VERMICELLI PLAIN SEVAIYA","6","","96.0","","","Food Products","70.0","37.142857142857146","","","91.2","86.4","","","","","","","","","KM8906020730601"
"414","CHUK DE LAUNG 4G","30","","10.0","","","General","7.5","33.33333333333333","","","9.5","9.0","","","","","","","","","8904137406303.0"
"415","CHUKD DE LAICHI 1.25G","30","","10.0","","","General","7.5","33.33333333333333","","","9.5","9.0","","","","","","","","",""
"416","CHUK DE ELAICHI 1.25G","30","","10.0","","","General","7.5","33.33333333333333","","","9.5","9.0","","","","","","","","","8904137406297.0"
"417","SAVOUR GARAMMASALA(SABUT) 8G","30","","10.0","","","General","8.0","25.0","","","9.5","9.0","","","","","","","","","8906020730779"
"418","CHUK DE CURRY PATTA 25G","5","","35.0","","","General","25.0","40.0","","","33.25","31.5","","","","","","","","","8904137418870"
"419","CHUK DE BLACK PAPER POWDER 10G","10","","20.0","","","General","15.2","31.57894736842105","","","19.0","18.0","","","","","","","","","8904137459958"
"420","SAVOUR CHOCO YUMM","20","","10.0","","","General","8.0","25.0","","","9.5","9.0","","","","","","","","","8906020730250"
"421","RIN SURF 4KG","3","","360.0","","","Detergents","306.7","17.378545810238023","","","342.0","324.0","","","","","","","","","8901030852473"
"422","SURF EXCEL 4KG","3","","750.0","","","Cleaners","694.4","8.006912442396317","","","712.5","675.0","","","","","","","","","8909106005433"
"423","KISSAN TOMATO KETCHUP 500G","3","","120.0","","","Instant Food","110.0","9.090909090909092","","","114.0","108.0","","","","","","","","","8901030532719"
"424","TRESEMME KERTIN SMOOTH 180ML","3","","250.0","","","Personal Care","215.91","15.788986151637255","","","237.5","225.0","","","","","","","","","8909106026117"
