"Sr_No","Product_Name","Quantity","Unit","MRP","Purchase_Rate","Amount","Category","Cost_Price","Sell_Price","Actual_Margin_Percent","Actual_Profit_Per_Unit","Total_Actual_Profit","SP_5_Percent","SP_10_Percent","SP_5_Margin_Percent","SP_10_Margin_Percent","Brand","Size","Supplier","Last_Updated","Status","Stock_Quantity","Barcode","Barcode_Clean"
"273","DOABA GHEE 900ML","6","","694.0","","","","489.0","571.0","41.92229039","","","659.3","624.6","","","","","","","","","8908020000000","8908020000000"
"274","DOABA GHEE 450ML","10","","349.0","","","","247.0","288.0","41.29554656","","","331.55","314.1","","","","","","","","","8908020000000","8908020000000"
"275","NUTRI SOYA MINI 200G","12","","60.0","","","","36.0","46.0","66.66666667","","","57.0","54.0","","","","","","","","","8906020000000","8906020000000"
"276","NUTRI SOYA MINI 10RS","10","","10.0","","","","7.5","9.0","33.33333333","","","9.5","9.0","","","","","","","","","8906020000000","8906020000000"
"277","NUTRI SOYA CHUNKS MINI 10RS","10","","10.0","","","","7.5","9.0","33.33333333","","","9.5","9.0","","","","","","","","","8906020000000","8906020000000"
"278","NUTRISOYA CHUNKS 200G","12","","60.0","","","","36.0","46.0","66.66666667","","","57.0","54.0","","","","","","","","","8906020000000","8906020000000"
"279","GINGER GARLIC PEST 300G","6","","90.0","","","","53.0","68.0","69.81132075","","","85.5","81.0","","","","","","","","","8906070000000","8906070000000"
"280","GINGER GARLIC PESTE 5","48","","5.0","","","","2.9","4.0","72.4137931","","","4.75","4.5","","","","","","","","","8906070000000","8906070000000"
"281","CORN FLAKES 500G ","2","","145.0","","","","95.0","115.0","52.63157895","","","137.75","130.5","","","","","","","","","8906020000000","8906020000000"
"282","BIG BOSS 3IN1 100G","12","","60.0","","","","35.59","46.0","68.58668165","","","57.0","54.0","","","","","","","","","8906050000000","8906050000000"
"283","EV DHANIYA POWEDER 100G","10","","40.0","","","","30.57","35.0","30.84723585","","","38.0","36.0","","","","","","","","","8901790000000","8901790000000"
"284","EV HALDI POWEDER 100G","10","","46.0","","","","35.0","40.0","31.42857143","","","43.7","41.4","","","","","","","","","8901790000000","8901790000000"
"285","EV KUTILAL MIRCH","18","","60.0","","","","45.86","52.0","30.83296991","","","57.0","54.0","","","","","","","","","8901790000000","8901790000000"
"286","EV MEAT MASALA 100G","11","","92.0","","","","70.25","79.0","30.96085409","","","87.4","82.8","","","","","","","","","8901790000000","8901790000000"
"287","EV PAVBHAJI MASALA 100G","11","","90.0","","","","68.72","78.0","30.96623981","","","85.5","81.0","","","","","","","","","8901790000000","8901790000000"
"288","EV SABJI MASLA 100G","10","","72.0","","","","54.99","62.0","30.93289689","","","68.4","64.8","","","","","","","","","8901790000000","8901790000000"
"289","EV SAMBHR MASALA 100G","11","","80.0","","","","61.0","69.0","31.14754098","","","76.0","72.0","","","","","","","","","8901790000000","8901790000000"
"290","EV TIKHA LAL MIRCH 100G","10","","54.0","","","","41.27","47.0","30.84565059","","","51.3","48.6","","","","","","","","","8901790000000","8901790000000"
"291","EV SHAHI BIRYANI MASALA 100G","11","","83.0","","","","63.4","72.0","30.9148265","","","78.85","74.7","","","","","","","","","8901790000000","8901790000000"
"292","EV CHOLE MASALA 100G","11","","88.0","","","","67.2","76.0","30.95238095","","","83.6","79.2","","","","","","","","","8901790000000","8901790000000"
"293","EV CHAT MASALA100G","11","","85.0","","","","64.9","73.0","30.97072419","","","80.75","76.5","","","","","","","","","8901790000000","8901790000000"
"294","BIKA JI ALOU BHUJIA200G","3","","62.0","","","","38.0","48.0","63.15789474","","","58.9","55.8","","","","","","","","","8906010000000","8906010000000"
"295","BIKA JI BHUJIA 200G","3","","62.0","","","","38.0","48.0","63.15789474","","","58.9","55.8","","","","","","","","","8905950000000","8905950000000"
"296","BIKA JI ALL IN ONE 200G","3","","62.0","","","","38.0","48.0","63.15789474","","","58.9","55.8","","","","","","","","","8906010000000","8906010000000"
"297","BIKA JI NAVRATAN 200G","3","","62.0","","","","38.0","48.0","63.15789474","","","58.9","55.8","","","","","","","","","8906010000000","8906010000000"
"298","BIKA JI PUNJABI TADKA 200G","3","","53.0","","","","42.39","47.0","25.02948809","","","50.35","47.7","","","","","","","","","8906010000000","8906010000000"
"299","BIKA JI PANCHRATAN 150G","2","","65.0","","","","52.0","58.0","25.0","","","61.75","58.5","","","","","","","","","8906010000000","8906010000000"
"300","BIKA JI KAJU KISHMIS 150G","3","","65.0","","","","52.0","58.0","25.0","","","61.75","58.5","","","","","","","","","8906010000000","8906010000000"
"301","BIKA JI ALOU BHUJIA 400G","2","","122.0","","","","97.6","108.0","25.0","","","115.9","109.8","","","","","","","","","8906010000000","8906010000000"
"302","BIKA JI BHUJIA 400G","3","","122.0","","","","97.6","108.0","25.0","","","115.9","109.8","","","","","","","","","8906010000000","8906010000000"
"303","BIKA JI NAVRATAN400G","3","","122.0","","","","97.6","108.0","25.0","","","115.9","109.8","","","","","","","","","8906010000000","8906010000000"
"304","PATANJALI DET  POPULAR 1KG","10","","70.0","","","","63.51","67.0","10.21886317","","","66.5","63.0","","","","","","","","","8904420000000","8904420000000"
"305","PATANJALI NATURAL SHMPHU 200ML","3","","100.0","","","","85.18","92.0","17.39845034","","","95.0","90.0","","","","","","","","","8904110000000","8904110000000"
"306","PATANJALI SHAMPHU SHIKAKAL 200ML","1","","120.0","","","","102.0","110.0","17.64705882","","","114.0","108.0","","","","","","","","","8904110000000","8904110000000"
"307","PATANJALI ALOEVERA GEL 60ML","6","","50.0","","","","42.5","46.0","17.64705882","","","47.5","45.0","","","","","","","","","8904420000000","8904420000000"
"308","PATANJALI SOUNDRYA FASE WASH 60ML","6","","70.0","","","","59.5","64.0","17.64705882","","","66.5","63.0","","","","","","","","","8904110000000","8904110000000"
"309","PATANJALI SHSHED 100G","3","","55.0","","","","44.0","49.0","25.0","","","52.25","49.5","","","","","","","","","8904420000000","8904420000000"
"310","PATANJALI SHAHED 250G","2","","110.0","","","","88.0","97.0","25.0","","","104.5","99.0","","","","","","","","","8904420000000","8904420000000"
"311","PATANJALI DOODH BISUIT 35G","200","","5.0","","","","4.0","5.0","25.0","","","4.75","4.5","","","","","","","","","8906030000000","8906030000000"
"312","DABAR AMLA 180ML","48","","105.0","","","","78.27","89.0","34.15101571","","","99.75","94.5","","","","","","","","","8901210000000","8901210000000"
"313","DABAR HONEY 50G","6","","45.0","","","","36.0","40.0","25.0","","","42.75","40.5","","","","","","","","","8901210000000","8901210000000"
"314","DABAR HONEY 100G","6","","70.0","","","","56.0","62.0","25.0","","","66.5","63.0","","","","","","","","","8901210000000","8901210000000"
"315","DABAR HONEY 250ML","6","","125.0","","","","100.0","110.0","25.0","","","118.75","112.5","","","","","","","","","8901210000000","8901210000000"
"316","DABAR CHAMELI OIL 35ML","3","","29.0","","","","26.36","28.0","10.01517451","","","27.55","26.1","","","","","","","","","89008843","89008843"
"317","DABAR CHAMELI 70 ML","5","","57.0","","","","51.08","54.0","11.58966327","","","54.15","51.3","","","","","","","","","89008850","89008850"
"318","DABAR MESWAK200G","3","","147.0","","","","128.28","136.0","14.59307764","","","139.65","132.3","","","","","","","","","8901210000000","8901210000000"
"319","DABAR MISWAK 100G","3","","75.0","","","","65.0","69.0","15.38461538","","","71.25","67.5","","","","","","","","","8901210000000","8901210000000"
"320","MAMY POKO  (M) 30","2","","399.0","","","","282.62","330.0","41.17896823","","","379.05","359.1","","","","","","","","","8903620000000","8903620000000"
"321","MAMY POKO (S)38","2","","399.0","","","","282.0","329.0","41.4893617","","","379.05","359.1","","","","","","","","","8903620000000","8903620000000"
"322","FENA SARAF","25","","71.0","","","","52.0","60.0","36.53846154","","","67.45","63.9","","","","","","","","","8901190000000","8901190000000"
"323","AGARBHATI POWRPOINT 90G","71","","60.0","","","","33.0","44.0","81.81818182","","","57.0","54.0","","","","","","","","","8906140000000","8906140000000"
"324","DHOOPBATI 10 STEEK","24","","15.0","","","","7.33","11.0","104.638472","","","14.25","13.5","","","","","","","","","8906140000000","8906140000000"
"325","DHOPBHATI CONE25G","24","","15.0","","","","6.83","11.0","119.6193265","","","14.25","13.5","","","","","","","","","8906140000000","8906140000000"
"326","DHOOPBHATI POWRPOINT","24","","15.0","","","","6.83","11.0","119.6193265","","","14.25","13.5","","","","","","","","","8906140000000","8906140000000"
"327","INDIA GATE MOGRA RICE 5KG","8","","460.0","","","","310.0","370.0","48.38709677","","","437.0","414.0","","","","","","","","","690225000000","690225000000"
"328","INDIA GATE MOGRA RICE 10KG","4","","865.0","","","","590.0","700.0","46.61016949","","","821.75","778.5","","","","","","","","","690225000000","690225000000"
"329","INDIA GATE MINI MOGRA RICE 10KG","4","","735.0","","","","510.0","600.0","44.11764706","","","698.25","661.5","","","","","","","","","690225000000","690225000000"
"330","INDIA GATE ROJANA RICE 10KG","4","","1095.0","","","","770.0","900.0","42.20779221","","","1040.25","985.5","","","","","","","","","690225000000","690225000000"
"331","JTC KHAND 1KG","10","","100.0","","","","61.0","77.0","63.93442623","","","95.0","90.0","","","","","","","","","8908000000000","8908000000000"
"332","JTC BHURA 1KG","10","","100.0","","","","62.0","78.0","61.29032258","","","95.0","90.0","","","","","","","","","8908000000000","8908000000000"
"333","JTC GUR JAGGARY","8","","55.0","","","","38.0","45.0","44.73684211","","","52.25","49.5","","","","","","","","","8908000000000","8908000000000"
"334","JTC SHNDHA NAMAK 1KG","10","","100.0","","","","46.0","68.0","117.3913043","","","95.0","90.0","","","","","","","","","8908000000000","8908000000000"
"335","JTC WHITE LOBHIYA 1/2 KG","9","","97.0","","","","67.0","79.0","44.7761194","","","92.15","87.3","","","","","","","","","8908000000000","8908000000000"
"336","KANODIYA OIL 1LTR","15","","220.0","","","","182.0","198.0","20.87912088","","","209.0","198.0","","","","","","","","","8908000000000","8908000000000"
"337","AGROLA YELLOW MUSTED OIL 1LTR","5","","321.0","","","","205.0","252.0","56.58536585","","","304.95","288.9","","","","","","","","","8906080000000","8906080000000"
"338","DEEPAK HALDI ","22","","30.0","","","","20.8","25.0","44.23076923","","","28.5","27.0","","","","","","","","","8906060000000","8906060000000"
"339","DEEPAK JEERA 100G","17","","65.0","","","","30.5","45.0","113.1147541","","","61.75","58.5","","","","","","","","","8906060000000","8906060000000"
"340","DEPAK MIRCH 100G","24","","38.0","","","","21.0","28.0","80.95238095","","","36.1","34.2","","","","","","","","","8906060000000","8906060000000"
"341","DEEPAK DHANIYA100G","25","","32.0","","","","13.0","21.0","146.1538462","","","30.4","28.8","","","","","","","","","8906060000000","8906060000000"
"342","DEEPAK AMCHUR POWDER100G","9","","35.0","","","","20.0","26.0","75.0","","","33.25","31.5","","","","","","","","","8906060000000","8906060000000"
"343","PUFF BISUIT ","150","","5.0","","","","4.26","5.0","17.37089202","","","4.75","4.5","","","","","","","","","8901650000000","8901650000000"
"344","NATRURAL LAL MALKA 500G","34","","80.0","","","","49.0","62.0","63.26530612","","","76.0","72.0","","","","","","","","","8906040000000","8906040000000"
"345","NATURAL KAALI MASOOR 500G","19","","80.0","","","","49.0","62.0","63.26530612","","","76.0","72.0","","","","","","","","","8906040000000","8906040000000"
"346","CHI SHZWAN CHUTNEY 250G","3","","90.0","","","","78.4","84.0","14.79591837","","","85.5","81.0","","","","","","","","","",""
"347","CHINGS DARK SOY SAUCE 200G","3","","60.0","","","","52.29","56.0","14.74469306","","","57.0","54.0","","","","","","","","","8901600000000","8901600000000"
"348","CHINGS GREEN CHILLI SAUCE","3","","60.0","","","","52.29","56.0","14.74469306","","","57.0","54.0","","","","","","","","","8901600000000","8901600000000"
"349","CHINGS CHILLI VINEGAR 200G","2","","50.0","","","","43.6","47.0","14.67889908","","","47.5","45.0","","","","","","","","","8901600000000","8901600000000"
"350","CHINGS SCHEZWAN 60G","6","","15.0","","","","13.0","14.0","15.38461538","","","14.25","13.5","","","","","","","","","8901600000000","8901600000000"
"351","CHINGS MANCHURIAN 60G","6","","15.0","","","","13.0","14.0","15.38461538","","","14.25","13.5","","","","","","","","","8901600000000","8901600000000"
"352","CHINGS CHOWMEIN 140G","6","","30.0","","","","26.14","28.0","14.76664116","","","28.5","27.0","","","","","","","","","8901600000000","8901600000000"
"353","CHINGS SCHEZWAN FRIED RISE MASALA","20","","10.0","","","","8.71","10.0","14.81056257","","","9.5","9.0","","","","","","","","","8901600000000","8901600000000"
"354","CHINGS VEG MANCHURIAN MASALA MIX","20","","10.0","","","","8.71","10.0","14.81056257","","","9.5","9.0","","","","","","","","","8901600000000","8901600000000"
"355","CHINGS RED CHILLI SAUSE","2","","60.0","","","","52.61","56.0","14.04675917","","","57.0","54.0","","","","","","","","","8901600000000","8901600000000"
"356","CHINGS SCHZWAN CHUTNEY ","1","","90.0","","","","78.44","84.0","14.73737889","","","85.5","81.0","","","","","","","","","8901600000000","8901600000000"
"357","FORTUNE MUSRED OIL 1LTR","12","","200.0","","","","175.0","185.0","22.22222222","","","190.0","180.0","","","","","","","","","8906010000000","8906010000000"
"358","TRIVENI SUGER 1KG","2","","70.0","","","","46.0","56.0","52.17391304","","","66.5","63.0","","","","","","","","","8904090000000","8904090000000"
"359","PACHRANGAMIX PICKLE 1KG","6","","160.0","","","","98.0","123.0","63.26530612","","","152.0","144.0","","","","","","","","","8906070000000","8906070000000"
"360","PACHRANGA MANGO PICKLE 1KG","6","","160.0","","","","98.0","123.0","63.26530612","","","152.0","144.0","","","","","","","","","8906070000000","8906070000000"
"361","PACHRANGA SWEET LIME 1KG","2","","210.0","","","","140.0","168.0","50.0","","","199.5","189.0","","","","","","","","","8906070000000","8906070000000"
"362","PACHRANGA GREEN CHILLI PICKLE 1KG","3","","160.0","","","","98.0","123.0","63.26530612","","","152.0","144.0","","","","","","","","","8906070000000","8906070000000"
"363","PACHRANGA TRINGA PICKLE 1KG","3","","160.0","","","","98.0","123.0","63.26530612","","","152.0","144.0","","","","","","","","","8906070000000","8906070000000"
"364","SVER PASTA PENNE 500G","5","","99.0","","","","55.0","73.0","80.0","","","94.05","89.1","","","","","","","","","",""
"365","MDH MEAT MASALA 100G","10","","98.0","","","","74.8","85.0","31.01604278","","","93.1","88.2","","","","","","","","","8902170000000","8902170000000"
"366","MDH KASOORI MTHI 100G","8","","30.0","","","","22.9","26.0","31.00436681","","","28.5","27.0","","","","","","","","","8902170000000","8902170000000"
"367","MDH CHANA MSL 100G","10","","92.0","","","","70.0","79.0","31.42857143","","","87.4","82.8","","","","","","","","","8902170000000","8902170000000"
"368","MDH SAMBHAR MSL 100G","10","","85.0","","","","64.0","73.0","32.8125","","","80.75","76.5","","","","","","","","","8902170000000","8902170000000"
"369","MDH CHAT MSL 100G","10","","90.0","","","","68.0","77.0","32.35294118","","","85.5","81.0","","","","","","","","","8902170000000","8902170000000"
"370","MDH KITCHEN KING 100G","8","","98.0","","","","74.0","84.0","32.43243243","","","93.1","88.2","","","","","","","","","8902170000000","8902170000000"
"371","MDH KASHMIRI MIRCH 100G","10","","110.0","","","","83.0","94.0","32.53012048","","","104.5","99.0","","","","","","","","","8902170000000","8902170000000"
"372","MDH DEGGI MIRCH 100G","10","","110.0","","","","83.9","95.0","31.10846246","","","104.5","99.0","","","","","","","","","8902170000000","8902170000000"
"373","POUCH HALDI 100G","8","","47.0","","","","35.0","40.0","34.28571429","","","44.65","42.3","","","","","","","","","8902170000000","8902170000000"
"374","MDH MIRCH POUCH 100G","9","","59.0","","","General","44.9","51.0","35.67615658","","","56.05","53.1","","","","","","","","","8902170000000","8902170000000"
"375","MDH DHANIYA PWD POUCH 100G","10","","41.0","","","","31.24","36.0","31.24199744","","","38.95","36.9","","","","","","","","","8902170000000","8902170000000"
"376","MDH GARM MSL 100G","10","","112.0","","","","85.4","97.0","31.14754098","","","106.4","100.8","","","","","","","","","8902170000000","8902170000000"
"377","MDH SHAHI PANEER MSL 100G","10","","108.0","","","","82.3","93.0","31.2272175","","","102.6","97.2","","","","","","","","","8902170000000","8902170000000"
"378","MDH PAV BHAJI MSL100G","10","","92.0","","","","70.1","79.0","31.24108417","","","87.4","82.8","","","","","","","","","8902170000000","8902170000000"
"379","MDH HING COMPONDED 10G","7","","114.0","","","","86.9","98.0","31.18527043","","","108.3","102.6","","","","","","","","","8902170000000","8902170000000"
"380","RAJDHANI BESAN 500G","14","","80.0","","","","45.72","60.0","74.97812773","","","76.0","72.0","","","","","","","","","8906060000000","8906060000000"
"381","RAJDHANI BESAN 1KG","15","","170.0","","","","90.48","100.0","87.88682582","","","161.5","153.0","","","","","","","","","8906060000000","8906060000000"
"382","MOTHER MILKFOOD GHEE 900G","15","","675.0","","","Oils & Ghee","560.0","606.0","39.17525773","","","641.25","607.5","","","","","","","","","8901650000000","8901650000000"
"383","MILKFOOD 900ML","18","","630.0","","","General","485.0","543.0","29.89690722","","","598.5","567.0","","","","","","","","","8906000000000","8906000000000"
"384","SAVOUR PASTA 500G","4","","99.0","","","General","55.0","73.0","80.0","","","94.05","89.1","","","","","","","","","8906020000000","8906020000000"
"385","SAVOUR VERMICELLI ROASTED 400G","9","","65.0","","","Food Products","40.0","50.0","62.5","","","61.75","58.5","","","","","","","","","8906020000000","8906020000000"
"386","SAVOUR VERMICELLI PLANE 400G","9","","55.0","","","Food Products","34.0","43.0","61.76470588","","","52.25","49.5","","","","","","","","","8906020000000","8906020000000"
"387","SAVOUR  MACARONI 400G","3","","60.0","","","Food Products","35.71","46.0","68.02016242","","","57.0","54.0","","","","","","","","","8906020000000","8906020000000"
"388","NATURAL MAIDA 500G","40","","50.0","","","Food Products","40.0","44.0","25.0","","","47.5","45.0","","","","","","","","","8906040000000","8906040000000"
"389","NATURAL BURA 500G","16","","60.0","","","Food Products","30.5","43.0","96.72131148","","","57.0","54.0","","","","","","","","","8906040000000","8906040000000"
"390","NATURAL SOOJI 500G","34","","50.0","","","General","23.0","34.0","117.3913043","","","47.5","45.0","","","","","","","","","8906040000000","8906040000000"
"391","DABUR RED PASTE 2+1 OFR","36","","153.0","","","Personal Care","123.79","136.0","23.59641328","","","145.35","137.7","","","","","","","","","",""
"392","DABUR RED PASTE 200G","36","","147.0","","","Personal Care","133.6","139.0","10.02994012","","","139.65","132.3","","","","","","","","","8901210000000","8901210000000"
"393","NATURAL POHA 500G","15","","60.0","","","Food Products","35.0","45.0","71.42857143","","","57.0","54.0","","","","","","","","","8906040000000","8906040000000"
"394","COLGATE BRUSH 40/-","45","","40.0","","","Personal Care","35.0","37.0","14.28571429","","","38.0","36.0","","","","","","","","","8901310000000","8901310000000"
"395","CLASSIC MAKHANA","3","","550.0","","","General","280.0","388.0","96.42857143","","","522.5","495.0","","","","","","","","","",""
"396","KSN TOMATO PUREE 200G","6","","27.0","","","Confectionery","21.6","24.0","25.0","","","25.65","24.3","","","","","","","","","8901030000000","8901030000000"
"397","WOMEN HORLICKS CARAMEL 400G","1","","355.0","","","Health Drinks","325.0","337.0","9.230769231","","","337.25","319.5","","","","","","","","","8901030000000","8901030000000"
"398","WOMEN HORLICKSCHOCLATE400G","1","","365.0","","","Health Drinks","334.0","347.0","9.281437126","","","346.75","328.5","","","","","","","","","8901030000000","8901030000000"
"399","KISSAN PEANUT BUTTER CRUNCHY 920GM","1","","415.0","","","Food Products","323.62","361.0","28.23682096","","","394.25","373.5","","","","","","","","","8901030000000","8901030000000"
"400","KISSAN PEANUT BUTTER CHRUNCHY 350G","2","","175.0","","","Instant Food","140.0","154.0","25.0","","","166.25","157.5","","","","","","","","","8901030000000","8901030000000"
"401","KISSAN S&S 415 G","3","","80.0","","","Beverages","65.45","72.0","22.23071047","","","76.0","72.0","","","","","","","","","8901030000000","8901030000000"
"402","KISSAN JAM TUB 90G","5","","25.0","","","Instant Food","22.83","24.0","9.505037232","","","23.75","22.5","","","","","","","","","8901030000000","8901030000000"
"403","PATANJALI SAUNDRYA F/W 100G","6","","105.0","","","Personal Care","89.16","96.0","17.76581427","","","99.75","94.5","","","","","","","","","8904420000000","8904420000000"
"404","PONDS HY MR SUP 50ML","2","","130.0","","","Personal Care","104.9","115.0","23.92755005","","","123.5","117.0","","","","","","","","","8901030000000","8901030000000"
"405","PONDS HY MR SUP 25ML","2","","64.0","","","Personal Care","51.65","57.0","23.91093901","","","60.8","57.6","","","","","","","","","8901030000000","8901030000000"
"406","GLOW & LOVELY F/W","2","","89.0","","","Personal Care","70.2","78.0","26.78062678","","","84.55","80.1","","","","","","","","","8909110000000","8909110000000"
"407","PONDS DRYCREAM 12G","1","","135.0","","","Personal Care","118.42","126.0","14.00101334","","","128.25","121.5","","","","","","","","","8901030000000","8901030000000"
"408","PONDS BRIGHTBEAUTY 23G","3","","90.0","","","Personal Care","76.58","82.0","17.52415774","","","85.5","81.0","","","","","","","","","8901030000000","8901030000000"
"409","KISMIS 100G","9","","70.0","","","General","50.0","58.0","40.0","","","66.5","63.0","","","","","","","","","",""
"410","BIRTANNIA GOOD DAY","150","","10.0","","","Biscuits","10.0","10.0","0.0","","","9.5","9.0","","","","","","","","","8901060000000","8901060000000"
"411","CHUK DE LAUNG 4G","30","","10.0","","","General","7.5","9.0","33.33333333","","","9.5","9.0","","","","","","","","","8904140000000","8904140000000"
"412","CHUKD DE LAICHI 1.25G","30","","10.0","","","General","7.5","9.0","33.33333333","","","9.5","9.0","","","","","","","","","",""
"413","CHUK DE ELAICHI 1.25G","30","","10.0","","","General","7.5","9.0","33.33333333","","","9.5","9.0","","","","","","","","","8904140000000","8904140000000"
"414","SAVOUR GARAMMASALA(SABUT) 8G","30","","10.0","","","General","8.0","9.0","25.0","","","9.5","9.0","","","","","","","","","8906020000000","8906020000000"
"415","CHUK DE CURRY PATTA 25G","5","","35.0","","","General","25.0","29.0","40.0","","","33.25","31.5","","","","","","","","","8904140000000","8904140000000"
"416","CHUK DE BLACK PAPER POWDER 10G","10","","20.0","","","General","15.2","18.0","31.57894737","","","19.0","18.0","","","","","","","","","8904140000000","8904140000000"
"417","SAVOUR CHOCO YUMM","20","","10.0","","","General","8.0","9.0","25.0","","","9.5","9.0","","","","","","","","","8906020000000","8906020000000"
"418","RIN SURF 4KG","3","","360.0","","","Detergents","306.7","329.0","17.37854581","","","342.0","324.0","","","","","","","","","8901030000000","8901030000000"
"419","SURF EXCEL 4KG","3","","750.0","","","Cleaners","694.4","717.0","8.006912442","","","712.5","675.0","","","","","","","","","8909110000000","8909110000000"
"420","KISSAN TOMATO KETCHUP 500G","2","","120.0","","","Instant Food","110.0","114.0","9.090909091","","","114.0","108.0","","","","","","","","","8901030000000","8901030000000"
"421","TRESEMME KERTIN SMOOTH 180ML","3","","250.0","","","Personal Care","215.91","230.0","15.78898615","","","237.5","225.0","","","","","","","","","8909110000000","8909110000000"
"422","GOOD DAY 5/","179","","60.0","","","Food Products","52.0","56.0","15.38461538","","","57.0","54.0","","","","","","","","","8901060000000","8901060000000"
"423","TOPS DARK SOYA SAUSE 740G","1","","90.0","","","General","66.59","76.0","35.15542874","","","85.5","81.0","","","","","","","","","8904290000000","8904290000000"
"424","TOPS PLAIN NOODLES 300G","3","","65.0","","","General","52.0","58.0","25.0","","","61.75","58.5","","","","","","","","","8904290000000","8904290000000"
"425","TOPS MASALA INSTANT NOODLES 50G","12","","10.0","","","Food Products","8.5","10.0","17.64705882","","","9.5","9.0","","","","","","","","","8904290000000","8904290000000"
"426","TOPS GREN CHILLI PICKLE 33G","6","","30.0","","","General","24.0","27.0","25.0","","","28.5","27.0","","","","","","","","","8904290000000","8904290000000"
"427","TOPS MIXED PICKLE 33G","12","","30.0","","","General","24.0","27.0","25.0","","","28.5","27.0","","","","","","","","","8904290000000","8904290000000"
"428","TOPS MANGA PICKLE 33G","12","","30.0","","","General","24.0","27.0","25.0","","","28.5","27.0","","","","","","","","","8904290000000","8904290000000"
"429","TOPS CUSTED POWDER 130G","6","","45.0","","","General","36.0","40.0","25.0","","","42.75","40.5","","","","","","","","","8904290000000","8904290000000"
"430","TOPS GREEN CHILLI SAUCE 650G","1","","90.0","","","General","65.0","75.0","38.46153846","","","85.5","81.0","","","","","","","","","8904290000000","8904290000000"
"431","TOPS WHITE VINEGAR 610 ML","3","","67.0","","","General","50.25","57.0","33.33333333","","","63.65","60.3","","","","","","","","","8904290000000","8904290000000"
"432","TOPS SNACK SAUCE 950G","3","","118.0","","","General","88.91","101.0","32.71847936","","","112.1","106.2","","","","","","","","","8904290000000","8904290000000"
"433","ASIAN FOIL 20 METER","2","","280.0","","","General","115.0","181.0","143.4782609","","","266.0","252.0","","","","","","","","","",""
"434","SUNDROP PEANUT BUTTER CREAMY 462G","2","","150.0","","","Food Products","90.91","115.0","64.99835002","","","142.5","135.0","","","","","","","","","8901510000000","8901510000000"
"435","SUNDROP PEANUT BUTTER CRAMY 462","2","","150.0","","","General","90.91","115.0","64.99835002","","","142.5","135.0","","","","","","","","","",""
"436","SUNDROP PEANUT BUTTER CRUNCHY 462G","2","","150.0","","","Food Products","90.91","115.0","64.99835002","","","142.5","135.0","","","","","","","","","8901510000000","8901510000000"
"437","SUNDROP PEANUT BUTTER CRUNCHY 9A24G","2","","295.0","","","Food Products","268.18","279.0","10.00074577","","","280.25","265.5","","","","","","","","","8901510000000","8901510000000"
"438","SUNDROP PEANUT BUTTER CRAMY 924G","2","","295.0","","","Food Products","268.18","279.0","10.00074577","","","280.25","265.5","","","","","","","","","8901510000000","8901510000000"
"439","CREMICA COCONUT COOKIED 185G","13","","30.0","","","General","27.0","29.0","11.11111111","","","28.5","27.0","","","","","","","","","8906000000000","8906000000000"
"440","CREMICA DIGESTIVE BISUTS 150G","5","","45.0","","","Biscuits","40.91","43.0","9.99755561","","","42.75","40.5","","","","","","","","","8906000000000","8906000000000"
"441","BIKANO ALOO BHUJIA 400G","3","","120.0","","","Confectionery","103.94","111.0","15.45122186","","","114.0","108.0","","","","","","","","","8901410000000","8901410000000"
"442","BIKANO ALOO BHUJIA 250G","5","","60.0","","","Confectionery","51.8","56.0","15.83011583","","","57.0","54.0","","","","","","","","","8901410000000","8901410000000"
"443","BICANO BIKANERI BHUJIA 400G","3","","120.0","","","Confectionery","103.94","111.0","15.45122186","","","114.0","108.0","","","","","","","","","8901410000000","8901410000000"
"444","BICANO BIKANERI BHUJIA 200G","4","","60.0","","","Confectionery","51.72","56.0","16.00928074","","","57.0","54.0","","","","","","","","","8901410000000","8901410000000"
"445","BICANO NAVRATAN MIXTURE 200G","4","","60.0","","","Confectionery","51.83","56.0","15.76307158","","","57.0","54.0","","","","","","","","","8901410000000","8901410000000"
"446","BICANO LAJAWAB MIXTURE 250G","5","","70.0","","","Confectionery","62.6","66.0","11.82108626","","","66.5","63.0","","","","","","","","","8901410000000","8901410000000"
"447","BICANO BOONDI 200G","5","","60.0","","","Confectionery","51.72","56.0","16.00928074","","","57.0","54.0","","","","","","","","","8901410000000","8901410000000"
"448","BICANO BOONDI PUDINA 200G","5","","60.0","","","Confectionery","51.72","56.0","16.00928074","","","57.0","54.0","","","","","","","","","8901410000000","8901410000000"
"449","ACT 2 POPCORN SALTED 35G","45","","10.0","","","Confectionery","8.9","10.0","12.35955056","","","9.5","9.0","","","","","","","","","8901510000000","8901510000000"
"450","CRMICA MAGIC CREME 32G","144","","5.0","","","Biscuits","4.25","5.0","17.64705882","","","4.75","4.5","","","","","","","","","8906000000000","8906000000000"
"451","CREMICA MAGIC CREM 32G","144","","5.0","","","Biscuits","4.51","5.0","10.86474501","","","4.75","4.5","","","","","","","","","78906000000000","78906000000000"
"452","CREMICA COCOUNT 32G","144","","5.0","","","Biscuits","4.31","5.0","16.00928074","","","4.75","4.5","","","","","","","","","OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO8906078265049","ooooooooooooooooooooooooooooooooooooooooo8906078265049"
